attom_id,fips,apn,address,postal1,state,latitude,longitude,property_type,year_built,beds,baths,sqft,lot_size,sale_amount,sale_date,sale_type,price_per_sqft,area_code,area_title
329350,45007,124-15-09-020,"716 ILA ST, ANDERSON, SC 29624",29624,SC,34.494664,-82.660155,SFR,1950.0,1.0,,717.0,0.218,10000.0,2023-07-06,Resale,13.95,24860,"Greenville-Anderson-Greer, SC"
347876,45007,225-07-06-016,"213 BLAIR MILL RD, BELTON, SC 29627",29627,SC,34.529311,-82.514039,SFR,,2.0,,1044.0,0.273,65000.0,2023-05-17,Resale,62.26,24860,"Greenville-Anderson-Greer, SC"
368521,45007,099-04-07-007,"99 EDITH DR, ANDERSON, SC 29626",29626,SC,34.438478,-82.719291,SFR,,,,,0.507,170000.0,2024-03-21,Resale,,24860,"Greenville-Anderson-Greer, SC"
368524,45007,123-11-05-004,"501 BURRIS ST, ANDERSON, SC 29625",29625,SC,34.516509,-82.673451,SFR,,,,,0.162,110000.0,2025-08-28,Resale,,24860,"Greenville-Anderson-Greer, SC"
368526,45007,239-01-12-006,"113 ASTALOT DR, PIEDMONT, SC 29673",29673,SC,34.726618,-82.468942,RESIDENTIAL - VACANT LAND,,,,,0.553,,2024-03-08,Resale,,24860,"Greenville-Anderson-Greer, SC"
371188,45007,189-10-02-002,"1209 OLD MILL RD, EASLEY, SC 29642",29642,SC,34.750007,-82.565951,SFR,1993.0,3.0,,2287.0,0.587,415000.0,2023-08-18,Resale,181.46,24860,"Greenville-Anderson-Greer, SC"
377360,45007,097-11-01-011,"121 MELROSE LN, ANDERSON, SC 29626",29626,SC,34.483018,-82.690483,SFR,2002.0,3.0,,1323.0,0.38,180000.0,2024-11-20,Resale,136.05,24860,"Greenville-Anderson-Greer, SC"
377368,45007,214-00-13-011,"400 TRIPP RD, PIEDMONT, SC 29673",29673,SC,34.743236,-82.516058,SFR,,,,1899.0,0.36,139900.0,2017-04-04,Resale,73.67,24860,"Greenville-Anderson-Greer, SC"
385014,45007,151-08-01-014,"2857 S MCDUFFIE STREET EXT, ANDERSON, SC 29624",29624,SC,34.473390,-82.631228,AGRICULTURAL (NEC),,,,,0.5,22500.0,2025-12-01,Resale,,24860,"Greenville-Anderson-Greer, SC"
422498,45007,214-10-01-029,"105 EUGENE CT, PIEDMONT, SC 29673",29673,SC,34.742975,-82.508390,SFR,1999.0,3.0,,2214.0,0.19,387500.0,2024-08-23,Resale,175.02,24860,"Greenville-Anderson-Greer, SC"
422500,45007,151-06-01-007,"3153 CAMDEN DR, ANDERSON, SC 29624",29624,SC,34.470134,-82.632606,MOBILE HOME,1997.0,3.0,,1344.0,3.22,19000.0,2025-03-24,Resale,14.14,24860,"Greenville-Anderson-Greer, SC"
422501,45007,072-06-01-013,"1461 GRADY HALL RD, ANDERSON, SC 29626",29626,SC,34.449731,-82.756924,MOBILE HOME,2000.0,,,1960.0,0.64,125000.0,2023-12-12,Resale,63.78,24860,"Greenville-Anderson-Greer, SC"
467831,45007,116-00-02-019,"1411 FIVE FORKS RD, PENDLETON, SC 29670",29670,SC,34.644764,-82.660585,SFR,,,,1363.0,1.0,166000.0,2023-09-12,Resale,121.79,24860,"Greenville-Anderson-Greer, SC"
474150,45007,028-14-01-002,"219 OAKDALE RD, TOWNVILLE, SC 29689",29689,SC,34.537710,-82.839672,MOBILE HOME,1996.0,,,1960.0,1.18,205000.0,2024-03-15,Resale,104.59,24860,"Greenville-Anderson-Greer, SC"
474164,45007,121-07-09-010,"507 ESKEW CIR, ANDERSON, SC 29621",29621,SC,34.543964,-82.667227,SFR,,3.0,,1189.0,0.344,135000.0,2024-08-16,Resale,113.54,24860,"Greenville-Anderson-Greer, SC"
479137,45007,177-07-02-029,"204 BROADWAY HEIGHTS RD, ANDERSON, SC 29621",29621,SC,34.470476,-82.585629,MOBILE HOME,2000.0,,,2128.0,5.31,169000.0,2023-09-15,Resale,79.42,24860,"Greenville-Anderson-Greer, SC"
479140,45007,225-03-05-001,"2 PELZER ST, BELTON, SC 29627",29627,SC,34.530394,-82.496605,SFR,,4.0,,1601.0,0.238,174000.0,2024-11-25,Resale,108.68,24860,"Greenville-Anderson-Greer, SC"
479141,45007,095-18-01-001,"& B HEATHERBROOK CT, ANDERSON, SC 29625",29625,SC,34.521502,-82.697869,DUPLEX,1999.0,4.0,,2250.0,0.25,267520.0,2025-08-18,Resale,118.9,24860,"Greenville-Anderson-Greer, SC"
502956,45007,239-10-02-003,"103 ORCHARD WAY, PIEDMONT, SC 29673",29673,SC,34.727743,-82.485374,SFR,2002.0,3.0,,1592.0,0.57,289900.0,2025-10-14,Resale,182.1,24860,"Greenville-Anderson-Greer, SC"
506211,45007,126-02-01-033,"304 BROOKHAVEN DR, ANDERSON, SC 29624",29624,SC,34.455120,-82.646094,SFR,,3.0,,1506.0,0.344,199000.0,2025-05-21,Resale,132.14,24860,"Greenville-Anderson-Greer, SC"
531918,45007,122-11-04-017,"118 GLENWOOD AVE, ANDERSON, SC 29625",29625,SC,34.523378,-82.658789,SFR,1990.0,,,1318.0,0.17,175000.0,2025-09-09,Resale,132.78,24860,"Greenville-Anderson-Greer, SC"
532985,45007,149-16-01-004,"1408 E CALHOUN ST, ANDERSON, SC 29621",29621,SC,34.519375,-82.630116,SFR,2002.0,,,1896.0,0.386,265000.0,2026-04-14,Resale,139.77,24860,"Greenville-Anderson-Greer, SC"
536399,45007,249-08-01-005,"417 GLENWOOD ST, BELTON, SC 29627",29627,SC,34.531067,-82.479084,SFR,,3.0,,1251.0,1.9,135000.0,2023-10-30,Resale,107.91,24860,"Greenville-Anderson-Greer, SC"
536409,45007,094-16-01-018,"143 GREEN TREE RD, ANDERSON, SC 29625",29625,SC,34.558818,-82.715538,MOBILE HOME,1997.0,2.0,,1944.0,0.668,160000.0,2023-07-28,Resale,82.3,24860,"Greenville-Anderson-Greer, SC"
541876,45007,212-03-01-011,"128 POINSETTIA DR, EASLEY, SC 29642",29642,SC,34.790570,-82.510050,SFR,,,,1771.0,0.858,15000.0,2024-12-12,Resale,8.47,24860,"Greenville-Anderson-Greer, SC"
544295,45007,124-15-09-006,"711 GARY ST, ANDERSON, SC 29624",29624,SC,34.494623,-82.659577,RESIDENTIAL - VACANT LAND,,,,,0.103,8500.0,2024-12-04,Resale,,24860,"Greenville-Anderson-Greer, SC"
544296,45007,177-08-01-015,"301 MCFALLS CIR, ANDERSON, SC 29621",29621,SC,34.468933,-82.600782,MOBILE HOME,1996.0,,,1680.0,3.91,210000.0,2024-04-23,Resale,125.0,24860,"Greenville-Anderson-Greer, SC"
548727,45007,097-01-06-007,"3018 SUNSET FOREST RD, ANDERSON, SC 29626",29626,SC,34.498160,-82.692108,SFR,,3.0,,1570.0,0.344,200000.0,2024-03-11,Resale,127.39,24860,"Greenville-Anderson-Greer, SC"
571131,45007,235-05-04-013,"126 STILLWATER DR, GREENVILLE, SC 29611",29611,SC,34.806844,-82.496918,MOBILE HOME,2000.0,,,1680.0,0.67,62000.0,2024-08-12,Resale,36.9,24860,"Greenville-Anderson-Greer, SC"
575978,45007,150-01-02-021,"1105 KENNEDY ST, ANDERSON, SC 29624",29624,SC,34.496218,-82.641569,SFR,,,,528.0,0.118,22000.0,2026-01-14,Resale,41.67,24860,"Greenville-Anderson-Greer, SC"
578120,45007,127-05-04-024,"625 HAYES RD, STARR, SC 29684",29684,SC,34.423151,-82.653689,SFR,,,,964.0,0.46,159500.0,2024-09-13,Resale,165.46,24860,"Greenville-Anderson-Greer, SC"
579373,45007,275-05-12-011,"111 SUSAN AVE, HONEA PATH, SC 29654",29654,SC,34.458143,-82.400338,SFR,,3.0,,1232.0,0.459,187000.0,2026-02-24,Resale,151.79,24860,"Greenville-Anderson-Greer, SC"
584591,45007,226-18-03-006,"308 PALMETTO PKWY, BELTON, SC 29627",29627,SC,34.511920,-82.502519,SFR,,5.0,,2597.0,0.445,325000.0,2025-02-07,Resale,125.14,24860,"Greenville-Anderson-Greer, SC"
627768,45007,152-06-01-047,"132 KAYE DR, ANDERSON, SC 29624",29624,SC,34.453442,-82.636010,MOBILE HOME,1974.0,,,1385.0,0.58,45000.0,2023-11-16,Resale,32.49,24860,"Greenville-Anderson-Greer, SC"
627769,45007,133-00-11-002,"110 ANTREVILLE HWY, IVA, SC 29655",29655,SC,34.306397,-82.659113,SFR,,,,1181.0,0.87,140000.0,2023-11-21,Resale,118.54,24860,"Greenville-Anderson-Greer, SC"
631289,45007,150-01-03-025,"503 THOMAS ST, ANDERSON, SC 29624",29624,SC,34.494031,-82.641581,RESIDENTIAL - VACANT LAND,,,,,0.424,10000.0,2025-01-03,Resale,,24860,"Greenville-Anderson-Greer, SC"
661093,45007,126-04-02-035,"106A & B CORNING ST, ANDERSON, SC 29624",29624,SC,34.460612,-82.657541,DUPLEX,2002.0,2.0,,1788.0,0.31,585000.0,2025-01-31,Resale,327.18,24860,"Greenville-Anderson-Greer, SC"
661096,45007,147-21-01-002,"219 OAKMONT DR, ANDERSON, SC 29621",29621,SC,34.557438,-82.620763,SFR,1992.0,4.0,,2748.0,0.487,345000.0,2024-11-26,Resale,125.55,24860,"Greenville-Anderson-Greer, SC"
661101,45007,066-09-01-062,"2408 WATKINS ROAD EXT, ANDERSON, SC 29625",29625,SC,34.567112,-82.732616,SFR,,,,,0.62,740000.0,2025-05-08,Resale,,24860,"Greenville-Anderson-Greer, SC"
680914,45007,148-34-01-034,"231 ANDALUSIAN TRL, ANDERSON, SC 29621",29621,SC,34.538776,-82.614483,SFR,2003.0,3.0,,3623.0,2.03,,2024-07-18,Resale,,24860,"Greenville-Anderson-Greer, SC"
722637,45007,121-20-02-002,"102 TOWNE CREEK TRL, ANDERSON, SC 29621",29621,SC,34.557944,-82.671145,SFR,1997.0,3.0,,3607.0,0.687,485000.0,2024-10-21,Resale,134.46,24860,"Greenville-Anderson-Greer, SC"
732690,45007,249-00-09-002,"128 MAHAFFEY ST, BELTON, SC 29627",29627,SC,34.530025,-82.490497,SFR,,,,1272.0,1.045,199900.0,2025-01-17,Resale,157.15,24860,"Greenville-Anderson-Greer, SC"
737919,45007,167-00-02-012,"197 HICKORY RD, WILLIAMSTON, SC 29697",29697,SC,34.668051,-82.606739,SFR,2002.0,3.0,,2364.0,4.94,635000.0,2024-07-01,Resale,268.61,24860,"Greenville-Anderson-Greer, SC"
751598,45007,248-00-07-030,"121A BLOUNT RD, BELTON, SC 29627",29627,SC,34.553498,-82.476478,SFR,,3.0,,678.0,10.33,,2025-10-30,Resale,,24860,"Greenville-Anderson-Greer, SC"
780484,45007,216-06-02-006,"2219 HIGHWAY 86, PIEDMONT, SC 29673",29673,SC,34.712434,-82.510220,SFR,1993.0,3.0,,2045.0,0.806,,2023-11-28,Resale,,24860,"Greenville-Anderson-Greer, SC"
787671,45007,143-02-01-018,"110 GROVE PARK DR, ANDERSON, SC 29621",29621,SC,34.623399,-82.627621,SFR,2000.0,3.0,,2053.0,0.229,405000.0,2024-09-04,Resale,197.27,24860,"Greenville-Anderson-Greer, SC"
841921,45007,149-15-06-009,"602 WILDWOOD DR, ANDERSON, SC 29621",29621,SC,34.515682,-82.631671,SFR,,,,2303.0,0.547,272500.0,2024-02-08,Resale,118.32,24860,"Greenville-Anderson-Greer, SC"
914614,45007,123-25-10-002,"1310 N MURRAY AVE, ANDERSON, SC 29625",29625,SC,34.514678,-82.655149,WAREHOUSE,,,,3537.0,0.437,44000.0,2026-03-03,Resale,12.44,24860,"Greenville-Anderson-Greer, SC"
914629,45007,124-24-19-001,"802 S MCDUFFIE ST, ANDERSON, SC 29624",29624,SC,34.498839,-82.647882,SFR,,5.0,,3484.0,0.31,70000.0,2025-09-29,Resale,20.09,24860,"Greenville-Anderson-Greer, SC"
914632,45007,124-24-16-010,"819 S MCDUFFIE ST, ANDERSON, SC 29624",29624,SC,34.497818,-82.646922,SFR,,,,2862.0,0.32,,2024-03-01,Resale,,24860,"Greenville-Anderson-Greer, SC"
914642,45007,122-15-02-007,"2601 MILLGATE RD, ANDERSON, SC 29621",29621,SC,34.532249,-82.658044,SFR,,3.0,,4803.0,0.84,18900.0,2024-08-09,Resale,3.94,24860,"Greenville-Anderson-Greer, SC"
914652,45007,122-16-02-006,"2301 BELLVIEW RD, ANDERSON, SC 29621",29621,SC,34.527020,-82.653142,SFR,,3.0,,1501.0,0.468,208000.0,2025-07-10,Resale,138.57,24860,"Greenville-Anderson-Greer, SC"
914672,45007,070-01-01-006,"1017 WINDMILL TRL, ANDERSON, SC 29626",29626,SC,34.495458,-82.754060,SFR,,,,1256.0,0.58,215000.0,2025-02-07,Resale,171.18,24860,"Greenville-Anderson-Greer, SC"
914682,45007,149-09-02-003,"302 BRIGHTON RD, ANDERSON, SC 29621",29621,SC,34.519504,-82.634844,SFR,1985.0,3.0,,3834.0,0.74,566250.0,2024-08-02,Resale,147.69,24860,"Greenville-Anderson-Greer, SC"
914691,45007,149-10-05-002,"607 WILDWOOD DR, ANDERSON, SC 29621",29621,SC,34.516434,-82.632573,SFR,,,,1670.0,1.931,210000.0,2024-10-07,Resale,125.75,24860,"Greenville-Anderson-Greer, SC"
914711,45007,066-04-02-002,"1028 SOUTHERN ACRES, ANDERSON, SC 29625",29625,SC,34.571881,-82.769152,SFR,,3.0,,1989.0,1.033,,2025-05-06,Resale,,24860,"Greenville-Anderson-Greer, SC"
914714,45007,044-05-01-003,"406 ROWLAND RD, ANDERSON, SC 29625",29625,SC,34.574428,-82.786345,SFR,1981.0,3.0,,2865.0,0.94,430000.0,2023-09-12,Resale,150.09,24860,"Greenville-Anderson-Greer, SC"
914719,45007,044-05-02-019,"208 ROWLAND RD, ANDERSON, SC 29625",29625,SC,34.571804,-82.784463,MOBILE HOME,1993.0,3.0,,1904.0,1.38,220000.0,2025-06-23,Resale,115.55,24860,"Greenville-Anderson-Greer, SC"
952400,45007,007-00-03-006,"315 FAIRPLAY RD, TOWNVILLE, SC 29689",29689,SC,34.560906,-82.904139,SFR,,,,823.0,0.89,58000.0,2023-07-24,Resale,70.47,24860,"Greenville-Anderson-Greer, SC"
961934,45007,094-03-02-003,"1200 RIDEAU RD, ANDERSON, SC 29625",29625,SC,34.559770,-82.725939,SFR,1991.0,3.0,,2256.0,1.442,385000.0,2025-07-18,Resale,170.66,24860,"Greenville-Anderson-Greer, SC"
961938,45007,245-23-02-011,"6 ACADEMY DR, WILLIAMSTON, SC 29697",29697,SC,34.609336,-82.484864,SFR,,,,1030.0,0.353,87500.0,2025-09-30,Resale,84.95,24860,"Greenville-Anderson-Greer, SC"
961945,45007,244-05-02-005,"10 STEWART ST, WILLIAMSTON, SC 29697",29697,SC,34.623310,-82.474945,SFR,,,,1318.0,0.57,282750.0,2024-03-07,Resale,214.53,24860,"Greenville-Anderson-Greer, SC"
961946,45007,245-20-03-001,"28 BRUCE ST, WILLIAMSTON, SC 29697",29697,SC,34.618020,-82.490471,SFR,1989.0,,,1402.0,0.418,180000.0,2025-06-06,Resale,128.39,24860,"Greenville-Anderson-Greer, SC"
961954,45007,245-13-05-007,"16 LANDER ST, WILLIAMSTON, SC 29697",29697,SC,34.613094,-82.481037,SFR,,,,1151.0,0.211,100000.0,2025-12-17,Resale,86.88,24860,"Greenville-Anderson-Greer, SC"
1146791,45007,046-05-02-009,"311 BRIDGEVIEW DR, ANDERSON, SC 29625",29625,SC,34.525007,-82.768690,SFR,2001.0,3.0,,1370.0,0.606,260000.0,2024-08-28,Resale,189.78,24860,"Greenville-Anderson-Greer, SC"
1146792,45007,068-08-03-030,"425 GRAHAM RD, ANDERSON, SC 29625",29625,SC,34.530380,-82.763103,SFR,,,,1806.0,0.248,1150000.0,2025-12-29,Resale,636.77,24860,"Greenville-Anderson-Greer, SC"
1146796,45007,069-11-01-020,"1206 WESTGATE RD, ANDERSON, SC 29626",29626,SC,34.511231,-82.765320,SFR,1995.0,3.0,,1187.0,0.379,262000.0,2023-06-08,Resale,220.72,24860,"Greenville-Anderson-Greer, SC"
